label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Não cortar,531,227,109,160,39_orelha_de_elefante.jpg,640,640
Não cortar,386,364,138,138,39_orelha_de_elefante.jpg,640,640
Não cortar,296,410,102,158,39_orelha_de_elefante.jpg,640,640
Cortar,59,385,116,220,39_orelha_de_elefante.jpg,640,640
Cortar,0,228,151,207,39_orelha_de_elefante.jpg,640,640
Não cortar,208,2,81,108,39_orelha_de_elefante.jpg,640,640
Não cortar,27,361,146,142,40_orelha_de_elefante.jpg,640,640
Não cortar,160,354,128,160,40_orelha_de_elefante.jpg,640,640
Cortar,380,276,177,171,40_orelha_de_elefante.jpg,640,640
Cortar,326,42,171,146,40_orelha_de_elefante.jpg,640,640
Não cortar,0,245,99,117,40_orelha_de_elefante.jpg,640,640
Não cortar,282,190,110,235,40_orelha_de_elefante.jpg,640,640
Cortar,547,25,93,138,40_orelha_de_elefante.jpg,640,640
Cortar,442,0,118,181,40_orelha_de_elefante.jpg,640,640
Não cortar,407,50,135,173,41_orelha_de_elefante.jpg,640,640
Não cortar,105,118,214,207,41_orelha_de_elefante.jpg,640,640
Não cortar,358,2,120,117,41_orelha_de_elefante.jpg,640,640
Não cortar,552,72,88,120,41_orelha_de_elefante.jpg,640,640
Cortar,22,2,98,131,41_orelha_de_elefante.jpg,640,640
Cortar,303,155,129,261,41_orelha_de_elefante.jpg,640,640
Cortar,202,424,178,156,41_orelha_de_elefante.jpg,640,640
Cortar,25,459,136,154,41_orelha_de_elefante.jpg,640,640
Não cortar,441,86,121,174,42_orelha_de_elefante.jpg,640,640
Não cortar,308,175,134,264,42_orelha_de_elefante.jpg,640,640
Não cortar,245,423,149,160,42_orelha_de_elefante.jpg,640,640
Não cortar,94,214,129,254,42_orelha_de_elefante.jpg,640,640
Não cortar,131,85,224,264,42_orelha_de_elefante.jpg,640,640
Cortar,92,5,88,130,42_orelha_de_elefante.jpg,640,640
Cortar,28,120,100,145,42_orelha_de_elefante.jpg,640,640
Cortar,44,458,136,140,42_orelha_de_elefante.jpg,640,640
Cortar,184,461,124,177,42_orelha_de_elefante.jpg,640,640
Cortar,404,27,110,127,42_orelha_de_elefante.jpg,640,640
Cortar,397,389,82,158,42_orelha_de_elefante.jpg,640,640
Cortar,1,416,99,198,42_orelha_de_elefante.jpg,640,640
Cortar,37,328,113,102,42_orelha_de_elefante.jpg,640,640
Não cortar,161,191,116,176,43_orelha_de_elefante.jpg,640,640
Não cortar,12,205,132,127,43_orelha_de_elefante.jpg,640,640
Cortar,52,341,249,165,43_orelha_de_elefante.jpg,640,640
Cortar,307,102,108,211,43_orelha_de_elefante.jpg,640,640
Cortar,373,252,165,190,43_orelha_de_elefante.jpg,640,640
Cortar,544,74,84,186,43_orelha_de_elefante.jpg,640,640
Não cortar,333,527,131,113,43_orelha_de_elefante.jpg,640,640
Não cortar,213,112,111,140,43_orelha_de_elefante.jpg,640,640
Não cortar,451,155,115,124,44_orelha_de_elefante.jpg,640,640
Não cortar,486,63,97,80,44_orelha_de_elefante.jpg,640,640
Não cortar,155,6,63,103,44_orelha_de_elefante.jpg,640,640
Cortar,316,332,97,101,44_orelha_de_elefante.jpg,640,640
Cortar,509,342,115,144,44_orelha_de_elefante.jpg,640,640
Não cortar,41,44,77,98,44_orelha_de_elefante.jpg,640,640
Não cortar,359,86,56,115,44_orelha_de_elefante.jpg,640,640
Não cortar,131,153,106,111,44_orelha_de_elefante.jpg,640,640
Não cortar,27,167,85,120,44_orelha_de_elefante.jpg,640,640
Não cortar,291,42,41,47,44_orelha_de_elefante.jpg,640,640
Não cortar,241,84,46,69,44_orelha_de_elefante.jpg,640,640
Cortar,406,0,112,85,44_orelha_de_elefante.jpg,640,640
Não cortar,54,457,113,120,44_orelha_de_elefante.jpg,640,640
Cortar,283,91,53,136,44_orelha_de_elefante.jpg,640,640
Não cortar,433,319,62,58,44_orelha_de_elefante.jpg,640,640
Não cortar,1,245,88,101,44_orelha_de_elefante.jpg,640,640
Não cortar,245,174,85,144,44_orelha_de_elefante.jpg,640,640
Não cortar,431,499,92,127,45_orelha_de_elefante.jpg,640,640
Não cortar,509,3,55,131,45_orelha_de_elefante.jpg,640,640
Não cortar,442,170,96,108,45_orelha_de_elefante.jpg,640,640
Não cortar,565,228,75,103,45_orelha_de_elefante.jpg,640,640
Não cortar,106,0,88,74,45_orelha_de_elefante.jpg,640,640
Não cortar,270,39,63,129,45_orelha_de_elefante.jpg,640,640
Cortar,2,59,97,183,45_orelha_de_elefante.jpg,640,640
Cortar,193,312,127,85,45_orelha_de_elefante.jpg,640,640
Cortar,364,361,99,137,45_orelha_de_elefante.jpg,640,640
Não cortar,585,83,55,125,45_orelha_de_elefante.jpg,640,640
Não cortar,98,97,124,117,45_orelha_de_elefante.jpg,640,640
Não cortar,119,257,84,86,45_orelha_de_elefante.jpg,640,640
Não cortar,387,23,34,50,45_orelha_de_elefante.jpg,640,640
Não cortar,408,86,55,59,45_orelha_de_elefante.jpg,640,640
Não cortar,541,321,99,99,45_orelha_de_elefante.jpg,640,640
Cortar,200,203,138,113,45_orelha_de_elefante.jpg,640,640
Cortar,237,38,211,154,46_orelha_de_elefante.jpg,640,640
Cortar,405,198,235,140,46_orelha_de_elefante.jpg,640,640
Cortar,340,356,170,228,46_orelha_de_elefante.jpg,640,640
Não cortar,511,422,81,63,46_orelha_de_elefante.jpg,640,640
Não cortar,518,486,57,43,46_orelha_de_elefante.jpg,640,640
Não cortar,481,513,44,42,46_orelha_de_elefante.jpg,640,640
Não cortar,71,244,99,67,46_orelha_de_elefante.jpg,640,640
Não cortar,193,380,54,41,46_orelha_de_elefante.jpg,640,640
Cortar,8,54,214,108,46_orelha_de_elefante.jpg,640,640
Cortar,215,480,138,149,46_orelha_de_elefante.jpg,640,640
Cortar,578,472,49,131,46_orelha_de_elefante.jpg,640,640
Cortar,218,332,113,60,46_orelha_de_elefante.jpg,640,640
Cortar,23,113,274,138,47_orelha_de_elefante.jpg,640,640
Cortar,183,285,142,188,47_orelha_de_elefante.jpg,640,640
Não cortar,135,335,51,41,47_orelha_de_elefante.jpg,640,640
Não cortar,509,231,56,47,47_orelha_de_elefante.jpg,640,640
Não cortar,293,52,158,99,47_orelha_de_elefante.jpg,640,640
Não cortar,484,62,156,120,47_orelha_de_elefante.jpg,640,640
Cortar,2,338,69,98,47_orelha_de_elefante.jpg,640,640
Cortar,73,363,45,106,47_orelha_de_elefante.jpg,640,640
Cortar,104,479,117,160,47_orelha_de_elefante.jpg,640,640
Cortar,300,419,112,100,47_orelha_de_elefante.jpg,640,640
Cortar,344,286,114,52,47_orelha_de_elefante.jpg,640,640
Cortar,415,77,184,182,48_orelha_de_elefante.jpg,640,640
Cortar,135,51,260,168,48_orelha_de_elefante.jpg,640,640
Cortar,293,298,192,155,48_orelha_de_elefante.jpg,640,640
Cortar,31,233,132,164,48_orelha_de_elefante.jpg,640,640
Cortar,2,388,141,146,48_orelha_de_elefante.jpg,640,640
Cortar,52,511,98,98,48_orelha_de_elefante.jpg,640,640
Cortar,419,185,221,191,48_orelha_de_elefante.jpg,640,640
Não cortar,182,314,112,140,48_orelha_de_elefante.jpg,640,640
Não cortar,50,94,219,204,49_orelha_de_elefante.jpg,640,640
Cortar,178,350,294,185,49_orelha_de_elefante.jpg,640,640
Cortar,428,133,126,182,49_orelha_de_elefante.jpg,640,640
Cortar,0,349,156,220,49_orelha_de_elefante.jpg,640,640
Cortar,394,2,230,131,49_orelha_de_elefante.jpg,640,640
Não cortar,241,76,126,163,49_orelha_de_elefante.jpg,640,640
Não cortar,289,445,120,113,50_orelha_de_elefante.jpg,640,640
Não cortar,92,74,46,239,50_orelha_de_elefante.jpg,640,640
Não cortar,311,211,68,214,50_orelha_de_elefante.jpg,640,640
Não cortar,509,258,79,167,50_orelha_de_elefante.jpg,640,640
Não cortar,584,338,51,77,50_orelha_de_elefante.jpg,640,640
Não cortar,424,440,146,198,50_orelha_de_elefante.jpg,640,640
Não cortar,610,606,30,34,50_orelha_de_elefante.jpg,640,640
